,entity,kingdom,item_id,entity_id,PLPE,PLSP,PLDI,PAOR,TASP,LOCA,PREV,YEAR,ANME,length,n_occurr,in_first_100,sentiment,n_tokens,vector_norm,token_i,any_digits,all_digits,any_like_num,any_title,any_oov,any_propn,any_verb,any_nsubj,any_dobj,any_compound,eppo_n_results,eppo_code,eppo_type,is_preferred,lang,active,taxonomy,n_categ,n_distrib,n_pests,n_hosts,cat_n_results,is_accepted,is_extinct
25028,pierce's disease,plant,194,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,1,0.0,3,18.57189178466797,37,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25029,(pd,plant,194,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,2,20.313228607177734,40,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25030,grapevines,plant,194,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,0,0.0,1,23.693641662597656,44,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25031,x. fastidiosa biocontrol,plant,194,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,0,0.0,3,19.395418167114258,46,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,,,0,,
25032,eb92-1,plant,194,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0,0.0,3,16.78156280517578,50,1,0,1,0,1,1,0,0,1,1,0,,,,,,,,,,,0,,
25033,elderberry,plant,194,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,1,24.54788589477539,56,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,7,1.0,0.0
25034,grapevines,plant,194,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,0,0.0,1,26.20578384399414,63,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25035,only very slight symptoms,plant,194,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0,0.0,4,15.733055114746094,66,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
25036,ideal conditions,plant,194,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,2,18.943613052368164,71,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25037,the draft genome,plant,194,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,3,17.352764129638672,74,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,0,,
25038,eb92,plant,194,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,23.82480812072754,78,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25039,-1,plant,194,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,2,19.737825393676758,79,1,0,1,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25040,it,plant,194,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0.0,1,29.205894470214844,83,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
25041,genes,plant,194,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0.0,1,27.161922454833984,88,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,4,1.0,0.0
25042,10 potential pd pathogenicity effectors,plant,194,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1,0,0.0,5,17.081239700317383,90,1,0,1,0,1,0,0,0,1,1,0,,,,,,,,,,,0,,
25043,temecula1,plant,194,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,0,0.0,1,24.963943481445312,97,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25044,subsequent pcr,plant,194,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,0.0,2,21.42007064819336,99,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,,,0,,
25045,sequencing analyses,plant,194,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,0,0.0,2,18.563199996948242,102,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25046,eb92-1,plant,194,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0,0.0,3,17.538366317749023,106,1,0,1,0,1,1,0,1,0,1,0,,,,,,,,,,,0,,
25047,the following predicted effectors,plant,194,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1,0,0.0,4,15.99956226348877,111,0,0,0,0,1,0,1,0,1,0,0,,,,,,,,,,,0,,
25048,temecula1,plant,194,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,0,0.0,1,23.23766326904297,117,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25049,two type,plant,194,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,2,19.068069458007812,119,0,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
25050,ii,plant,194,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,24.538909912109375,121,0,0,0,0,1,1,0,1,0,0,0,,,,,,,,,,,0,,
25051,enzymes,plant,194,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,23.626800537109375,123,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
25052,a lipase,plant,194,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,2,20.0989990234375,126,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25053,lipa,plant,194,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,24.583499908447266,129,0,0,0,0,1,1,0,0,0,0,1,TILPL,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,8,0.0,
25054,pd1703,plant,194,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0.0,1,22.93008804321289,131,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25055,a serine protease,plant,194,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,3,16.660425186157227,134,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25056,pd0956,plant,194,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,25.865150451660156,138,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25057,two identical genes,plant,194,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,0,0.0,3,18.023971557617188,141,0,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
25058,proteins,plant,194,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,1,27.706111907958984,145,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
25059,zonula occludens,plant,194,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,2,21.358184814453125,148,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
25060,(zot,plant,194,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0.0,2,15.556912422180176,151,0,0,0,1,1,1,0,0,1,0,0,,,,,,,,,,,0,,
25061,pd0915,plant,194,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,25.12067985534668,154,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25062,pd0928,plant,194,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0,0.0,1,21.540781021118164,156,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25063,"at least one relatively short, hemagglutinin-like protein",plant,194,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,1,0,0.0,10,9.269479751586914,160,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25064,pd0986,plant,194,44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,26.860689163208008,171,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25065,leaves,plant,194,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,24.48811912536621,174,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,1,0.0,
25066,tobacco,plant,194,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,23.933000564575195,176,0,0,0,0,1,0,0,0,0,0,1,NIOTA,1.0,0.0,2.0,1.0,8.0,0.0,0.0,96.0,0.0,76,1.0,0.0
25067,citrus,plant,194,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,23.487144470214844,178,0,0,0,0,1,0,0,0,0,0,2,1CIDG,5.0,1.0,1.0,1.0,7.0,0.0,0.0,144.0,0.0,323,1.0,0.0
25068,"cell-free, crude protein extracts",plant,194,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1,0,0.0,7,13.806480407714844,181,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
25069,e. coli,plant,194,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0,0.0,2,20.3704776763916,189,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
25070,pd1703,plant,194,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0.0,1,27.281017303466797,194,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
25071,a hypersensitive response,plant,194,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0,0.0,3,16.614215850830078,196,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
25072,hr,plant,194,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0.0,1,26.382484436035156,200,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25073,less than 24 hours,plant,194,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,4,15.166162490844727,203,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25074,shuttle vector pbbr1mcs-5,plant,194,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0,0.0,3,21.17673110961914,211,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
25075,pd1703,plant,194,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0.0,1,25.771835327148438,215,0,0,0,0,1,1,0,1,0,0,0,,,,,,,,,,,0,,
25076,xanthomonas,plant,194,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,1,27.111223220825195,222,0,0,0,1,1,1,0,0,0,0,1,1XANTG,4.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,52,1.0,0.0
25077,citri,plant,194,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,1,22.655778884887695,223,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,211,0.0,
25078,e. coli,plant,194,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0,0.0,2,19.096906661987305,225,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
25079,x. fastidiosa eb92,plant,194,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,3,18.96461296081543,228,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
25080,plate assays,plant,194,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,2,19.204843521118164,234,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
25081,eb92-1/pd1703 transformants,plant,194,61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1,0,0.0,4,14.936205863952637,237,0,0,0,0,1,1,0,1,0,1,0,,,,,,,,,,,0,,
25082,significantly increased disease symptoms,plant,194,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,1,0,0.0,4,14.448655128479004,243,0,0,0,0,1,0,1,0,1,1,0,,,,,,,,,,,0,,
25083,grapevines,plant,194,63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,0,0.0,1,25.501895904541016,248,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25084,characteristic,plant,194,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,0,0.0,1,23.24954605102539,250,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25085,pd,plant,194,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0.0,1,26.185977935791016,252,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25086,genes,plant,194,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0.0,1,30.0751953125,254,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,4,1.0,0.0
25087,pd0928,plant,194,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0,0.0,1,25.30188751220703,258,0,0,0,0,1,1,0,0,1,0,0,,,,,,,,,,,0,,
25088,(zot,plant,194,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0.0,2,18.66851806640625,259,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25089,a pd0986,plant,194,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,2,19.66101837158203,263,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25090,hemagglutinin,plant,194,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,1,22.524539947509766,266,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25091,pbbr1mcs-5,plant,194,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,1,23.082258224487305,272,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25092,both transformants,plant,194,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,2,18.21800422668457,280,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
25093,significantly increased symptoms,plant,194,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1,0,0.0,3,15.83170223236084,284,0,0,0,0,1,0,1,0,1,0,0,,,,,,,,,,,0,,
25094,v. vinifera vines,plant,194,74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,3,18.15800666809082,288,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
25095,characteristic,plant,194,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,0,0.0,1,23.297697067260742,292,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25096,pd,plant,194,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0.0,1,26.42012596130371,294,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25097,these results,plant,194,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,2,17.74607276916504,298,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
25098,pd,plant,194,78,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0.0,1,26.340835571289062,302,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
25099,at least a lipase,plant,194,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,4,12.532553672790527,305,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
25100,two zot-like toxins,plant,194,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,0,0.0,5,11.525644302368164,310,0,0,1,1,1,1,0,0,1,0,0,,,,,,,,,,,0,,
25101,a possibly redundant hemagglutinin,plant,194,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,1,0,0.0,4,15.060491561889648,316,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25102,none,plant,194,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,26.6241455078125,321,0,0,0,0,1,0,0,1,0,0,1,NONPA,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0,,
25103,parasitic survival,plant,194,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,2,21.128938674926758,327,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25104,x. fastidiosa populations,plant,194,84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0,0.0,3,17.591135025024414,330,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
25105,grapevines,plant,194,85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,0,0.0,1,25.849660873413086,334,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25106,three,plant,194,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0.0,1,25.097814559936523,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25107,10,plant,194,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,27.613821029663086,90,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25108,two,plant,194,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0.0,1,27.701990127563477,119,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25109,two,plant,194,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0.0,1,26.332109451293945,141,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25110,one,plant,194,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,23.933130264282227,162,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25111,bl21(de3,plant,194,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,1,24.431640625,191,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25112,24,plant,194,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,28.680126190185547,205,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25113,1,plant,194,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0,0.0,1,24.415815353393555,232,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25114,1,plant,194,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0,0.0,1,25.34070587158203,278,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25115,two,plant,194,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0.0,1,25.060794830322266,310,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25116,biological control,plant,195,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,1,0.0,2,19.462995529174805,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25117,pierce's disease,plant,195,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,1,0.0,3,18.456457138061523,3,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25118,identification,plant,195,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,1,0.0,1,28.62653350830078,7,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25119,the endophytic mycobiota,plant,195,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,1,0.0,3,18.87904167175293,9,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25120,grapevines,plant,195,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,1,26.237537384033203,16,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
25121,effects,plant,196,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,0.0,1,25.739688873291016,0,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
25122,cultivar,plant,196,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,1,0.0,1,26.04288101196289,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25123,phenology,plant,196,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,1,0.0,1,25.206727981567383,4,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25124,xylella fastidiosa infection,plant,196,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1,1,0.0,3,20.85599136352539,7,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
25125,grapevine xylem sap,plant,196,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,1,0.0,3,17.61187171936035,11,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
25126,tissue phenolic content,plant,196,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,0,0.0,3,19.41864776611328,15,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,0,,
25127,tolerance,plant,196,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0.0,1,26.592613220214844,25,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
25128,pierce's disease,plant,196,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,3,18.631214141845703,27,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25129,xylella fastidiosa,plant,196,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,1,0.0,2,20.785261154174805,33,0,0,0,1,1,1,0,0,0,1,1,XYLEFA,0.0,1.0,1.0,1.0,7.0,22.0,80.0,0.0,117.0,3,1.0,0.0
25130,xf,plant,196,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,23.387672424316406,36,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25131,xf-infected chardonnay,plant,196,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,0,0.0,4,15.783369064331055,47,0,0,0,1,1,1,1,0,0,0,0,,,,,,,,,,,0,,
25132,merlot,plant,196,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,25.738954544067383,52,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25133,rubired grapevines,plant,196,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,2,18.911888122558594,55,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
25134,three different times,plant,196,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,0,0.0,3,16.382036209106445,58,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25135,the growing season,plant,196,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,3,18.91898536682129,62,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,0,,
25136,tissue phenolic levels,plant,196,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,0,0.0,3,17.181793212890625,69,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,0,,
25137,phenology,plant,196,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,1,0.0,1,27.2175235748291,76,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25138,greatest levels,plant,196,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,0,0.0,2,20.430898666381836,79,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
25139,august,plant,196,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,26.642488479614258,83,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,1,0.0,
25140,merlot grapevines,plant,196,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,2,21.42865753173828,85,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,0,,
25141,greater phenolic levels,plant,196,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,0,0.0,3,18.091394424438477,89,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
25142,chardonnay,plant,196,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,1,25.504032135009766,93,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25143,rubired,plant,196,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0,0.0,1,24.105587005615234,95,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25144,greater symptoms,plant,196,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,2,20.474924087524414,100,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
25145,rubired,plant,196,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0,0.0,1,23.71298599243164,103,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
25146,infection status,plant,196,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,2,22.19761085510254,105,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,0,,
25147,phenolic levels,plant,196,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2,0,0.0,2,20.280550003051758,108,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
25148,the potential induction,plant,196,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,0,0.0,3,18.067258834838867,118,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
25149,phenolics,plant,196,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0.0,1,26.165653228759766,122,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
